node_id,lat,lon,crossing,signals,markings,island,tactile_paving
738230226,-32.9360834,151.643629,,,,,
354091289,-32.9355626,151.6446698,,,,,
738231084,-32.9351223,151.6444839,,,,,
8727731575,-32.9608166,151.6515721,,,,,
8727731577,-32.9603296,151.6507811,unmarked,,no,,
8727731587,-32.9603065,151.6512573,unmarked,,no,,
8727731614,-32.9605621,151.6529328,unmarked,,no,,
8727731644,-32.9609704,151.6535056,unmarked,,no,,
4079343244,-32.9519357,151.6552667,uncontrolled,,,,
7581532674,-32.94896,151.6567989,unmarked,,no,,
7581577295,-32.9495657,151.6564781,traffic_signals,,,,
7581577297,-32.9496488,151.6563501,traffic_signals,,,,
7581577309,-32.9495808,151.6565873,traffic_signals,,,,
7919696545,-32.9532084,151.6559265,,,,,
7919696552,-32.9531984,151.6558526,,,,,
8727180059,-32.9527051,151.6530613,unmarked,,no,,
8729993349,-32.9511676,151.6564529,unmarked,,no,,
7581532680,-32.9482131,151.6569819,unmarked,,no,,
9289528137,-32.9513431,151.6575748,,,,,
11230659521,-32.9523383,151.6601308,unmarked,,no,,
11230659535,-32.952958,151.6599438,unmarked,,no,,
11230659554,-32.9517052,151.6601938,unmarked,,no,,
249343005,-32.9580252,151.6729495,,,,,
9068790330,-32.959187,151.6703627,,,,,
12547798852,-32.9579078,151.672621,,,,,
12547798853,-32.9581346,151.6743483,,,,,
7810234942,-32.9539832,151.6652756,marked,,yes,,
431420188,-32.9493182,151.6714682,traffic_signals,,,,
2607755253,-32.9488344,151.675675,unmarked,,no,,
7803164782,-32.9493832,151.6714281,traffic_signals,,,,
7803203605,-32.9494373,151.6733424,unmarked,,no,,
5590750943,-32.9427975,151.6552016,,,,,
7810234979,-32.9427465,151.6541834,traffic_signals,,,,
7810234980,-32.9428221,151.6541735,traffic_signals,,,,
7824837509,-32.9426773,151.6540419,traffic_signals,,,,
7824837544,-32.9427364,151.65518,,,,,
7824837545,-32.9425157,151.656172,,,,,
7824837546,-32.942404,151.6565206,,,,,
7836989325,-32.9428755,151.6540308,traffic_signals,,,,
7868188493,-32.9436161,151.6547027,,,,,
7868188527,-32.9439095,151.6544608,uncontrolled,,zebra,,
7868188528,-32.9438768,151.6545154,,,,,
7868188530,-32.9439758,151.6544543,uncontrolled,,zebra,,
7581577285,-32.9466383,151.6572362,unmarked,,no,,
7581577290,-32.9460984,151.6572319,traffic_signals,,,,
7581577320,-32.9425194,151.6579039,traffic_signals,,,,
7581577321,-32.942535,151.6580192,traffic_signals,,,,
7581577331,-32.942462,151.6581434,traffic_signals,,,,
7581577332,-32.9423641,151.6581598,traffic_signals,,,,
7599037634,-32.9417565,151.657784,zebra,,,,
7601057853,-32.9423362,151.6578524,traffic_signals,,,,
7601057854,-32.9424179,151.6578366,traffic_signals,,,,
7800963811,-32.9429611,151.660144,,,,,
7800963812,-32.9428806,151.6602008,,,,,
359897144,-32.9395251,151.6586242,marked,,yes,,
359897182,-32.9396697,151.6592236,uncontrolled,,yes,no,yes
359902123,-32.9408284,151.660022,uncontrolled,,zebra,,
359907073,-32.9416098,151.6578363,zebra,,,,
359923198,-32.9381149,151.6572345,traffic_signals,,,,
678224872,-32.9396079,151.6580481,traffic_signals,,,,
7347167910,-32.9413574,151.6629674,unmarked,,no,,yes
7581577436,-32.9406409,151.6593845,zebra,,,,
7581577438,-32.9405792,151.6592024,zebra,,,,
7581593587,-32.940008,151.6601725,traffic_signals,,,,
7581593590,-32.9402998,151.6600309,,,,,
7598929749,-32.9395202,151.6580094,traffic_signals,,,,
7598929751,-32.9393865,151.6579654,uncontrolled,,zebra,,
7598929757,-32.939723,151.6579823,traffic_signals,,,,
7598929758,-32.939758,151.6578543,traffic_signals,,,,
7598971595,-32.9403757,151.6583449,,,,,
7599037665,-32.941465,151.6570522,zebra,,,,
7622731417,-32.9413928,151.661932,,,,,
7721023841,-32.9383471,151.6573618,traffic_signals,,,,
7721023842,-32.9383655,151.657246,traffic_signals,,,,
7721023868,-32.938245,151.6571359,traffic_signals,,,,
7721023871,-32.9381167,151.6573459,traffic_signals,,,,
7722891662,-32.9368107,151.657955,,,,,
7723356292,-32.9389842,151.6577206,,,,,
7725733521,-32.9390224,151.6584877,,,,,
7729963419,-32.9394262,151.6584942,,,,,
7731129160,-32.9371653,151.6575311,uncontrolled,,,yes,
7731129164,-32.9371142,151.6574153,uncontrolled,,,yes,
7743030840,-32.9386075,151.6585666,,,,,
7760235945,-32.9359352,151.6574178,,,,,
7760235951,-32.9366263,151.6576857,,,,,
7800322139,-32.9406546,151.6611161,,,,,
7800322178,-32.9413264,151.6630261,unmarked,,no,,yes
7800322179,-32.9399888,151.6606189,,,,,
7800322180,-32.9399396,151.6602876,traffic_signals,,,,
7800322181,-32.9398229,151.6602037,traffic_signals,,,,
7800322182,-32.9398905,151.6600907,traffic_signals,,,,
7800322183,-32.9396215,151.6593682,unmarked,,no,,
7842060454,-32.9399395,151.660556,,,,,
7842060479,-32.9366922,151.6576909,,,,,
7870563477,-32.9379573,151.6606604,,,,,
7870601192,-32.9394862,151.6602707,,,,,
7800962870,-32.9423741,151.6653745,traffic_signals,,,,
7800963710,-32.9449289,151.664696,,,,,
7800963711,-32.9449665,151.6648013,,,,,
7800963756,-32.9453792,151.6651164,,,,,
7800963864,-32.9454688,151.6646375,unmarked,,no,,
7800963865,-32.945511,151.6647577,unmarked,,no,,
7803164720,-32.9473804,151.6679896,,,,,
7803164721,-32.9473277,151.6680341,,,,,
7803164724,-32.9473214,151.6677225,unmarked,,no,,
7803164725,-32.9473704,151.667801,unmarked,,no,,
7846035463,-32.9424186,151.6652405,traffic_signals,,,,
7846035476,-32.9416746,151.6639374,unmarked,,no,,
8727193711,-32.9420781,151.6663472,unmarked,,no,,
9420160729,-32.9467966,151.6760526,unmarked,,no,,
9420160754,-32.9458335,151.6761857,unmarked,,no,,
9420160758,-32.9453309,151.6753511,unmarked,,no,,
12251999333,-32.9467066,151.6728351,,,,,
12803404061,-32.9469511,151.6764631,unmarked,,no,,
361100577,-32.9365794,151.6648454,uncontrolled,,,,
8727224021,-32.9409147,151.6678091,unmarked,,no,,
364815015,-32.9360533,151.6741337,uncontrolled,,,yes,
8687677180,-32.9360892,151.6721587,unmarked,,no,,
8727224064,-32.935889,151.6734543,,,,,
8727224065,-32.9360299,151.6744751,,,,,
9415143873,-32.9350715,151.6303454,unmarked,,no,,
9415143878,-32.9351,151.630508,,,,,
7914877487,-32.9347301,151.6308311,,,,,
9415143879,-32.934999,151.6307317,,,,,
9415143881,-32.9349098,151.6309412,unmarked,,no,,
9415143888,-32.9338883,151.6334866,unmarked,,no,,
9415143899,-32.9330021,151.6366199,traffic_signals,,,,
9415143901,-32.9328661,151.6364557,traffic_signals,,,,
9415143902,-32.9329459,151.6364811,traffic_signals,,,,
9415153220,-32.9328162,151.6366702,traffic_signals,,,,
9415153221,-32.9328965,151.6366965,traffic_signals,,,,
12177939988,-32.9260724,151.6302553,traffic_signals,,,,
12177939990,-32.9258841,151.6301982,traffic_signals,,,,
12177939991,-32.9259835,151.6301801,traffic_signals,,,,
12177939992,-32.9258223,151.6303099,traffic_signals,,,,
12177955190,-32.9253696,151.6285432,unmarked,,no,,
12177955192,-32.9255952,151.6294209,unmarked,,no,,
12223522845,-32.9251439,151.6276587,unmarked,,no,,
12223522846,-32.9248274,151.6267916,unmarked,,no,,
12344933890,-32.9250765,151.6267337,unmarked,,no,,
361696527,-32.9258636,151.6371132,unmarked,,no,,
8848090107,-32.926446,151.6370901,,,,,
8848090190,-32.9259566,151.6369748,unmarked,,no,,
8848090217,-32.9260163,151.6331147,,,,,
8848090218,-32.9260532,151.6339811,,,,,
8848090235,-32.9270357,151.636686,traffic_signals,,,,
8848090259,-32.9261956,151.6316493,unmarked,,no,,
8848090282,-32.925971,151.6321761,unmarked,,no,,
9415153277,-32.9269476,151.6367356,traffic_signals,,,,
9415153279,-32.9270622,151.6370382,traffic_signals,,,,
9415153280,-32.9271599,151.637031,traffic_signals,,,,
9441864706,-32.9226646,151.6317825,unmarked,,no,,
9441864729,-32.9225368,151.631901,unmarked,,no,,
9441864730,-32.9224633,151.6319049,unmarked,,no,,
12162649602,-32.9269136,151.6368961,traffic_signals,,,,
12162649605,-32.9271703,151.6368429,traffic_signals,,,,
12431968455,-32.9225866,151.633516,unmarked,,no,,
12431968456,-32.9225074,151.6335603,unmarked,,no,,
344386026,-32.9328144,151.6400195,,,,,
353000363,-32.9323544,151.6399755,,,,,
353000364,-32.9324169,151.6400512,,,,,
356669792,-32.9289664,151.6426659,uncontrolled,,zebra,,
359550867,-32.934272,151.6433168,,,,,
363748441,-32.9314836,151.6394844,unmarked,,no,,
738223758,-32.9339103,151.6408867,,,,,
738223762,-32.9344844,151.6415252,,,,,
738223763,-32.9339093,151.6424854,,,,,
738223807,-32.9343461,151.6430045,uncontrolled,,yes,,
738223833,-32.9345689,151.642974,,,,,
738230169,-32.9334591,151.642192,,,,,
738433571,-32.9331965,151.6407699,,,,,
738433892,-32.9332217,151.6408539,,,,,
738795530,-32.9333076,151.639372,,,,,
738824887,-32.9321056,151.638722,unmarked,,no,,
1532873126,-32.9321794,151.6388775,unmarked,,no,,
1835633173,-32.9291679,151.6422681,traffic_signals,,,,
6092744410,-32.933531,151.6432127,,no,,,
6783083466,-32.9314942,151.6388388,unmarked,,no,,
6783083468,-32.9315516,151.6387153,unmarked,,no,,
7760197341,-32.9334244,151.6432473,,no,,,
7760197357,-32.9322284,151.639736,unmarked,,no,,
7760197359,-32.932276,151.6396534,unmarked,,no,,
7760197360,-32.932289,151.6396196,unmarked,,no,,
7760197364,-32.932907,151.6405768,,no,,,
7760197365,-32.932822,151.6406171,,no,,,
7864825283,-32.9290809,151.6417608,uncontrolled,,zebra,,
7864826313,-32.9286266,151.6406632,,,,,
8681576825,-32.9316351,151.6395621,unmarked,,no,,
8848086083,-32.9290958,151.6423639,traffic_signals,,,,
8848086084,-32.9290354,151.6424822,traffic_signals,,,,
8848086108,-32.9299855,151.6412615,,,,,
8848086116,-32.9289067,151.6423755,traffic_signals,,,,
8848089917,-32.9289576,151.6424853,traffic_signals,,,,
8848089924,-32.9290265,151.6419801,traffic_signals,,,,
8848089925,-32.928943,151.6420655,traffic_signals,,,,
13483101966,-32.9333307,151.6436398,,,,,
13483101967,-32.933326,151.6435504,,,,,
13483125449,-32.9346903,151.6435815,uncontrolled,,yes,,
13483125456,-32.9348289,151.6431252,uncontrolled,,yes,,
287263169,-32.9350668,151.6494669,uncontrolled,,,,
727719601,-32.9334821,151.6449651,,,,,
738231075,-32.9347625,151.6441844,,,,,
739430936,-32.9350059,151.6493058,uncontrolled,,,,
7759691543,-32.9337693,151.6453905,unmarked,,no,,
7760166051,-32.9333368,151.6458864,,,,,
7760166062,-32.9333651,151.645648,,,,,
7866665912,-32.9338258,151.6491095,,,,,
7866665944,-32.9337645,151.6454393,unmarked,,no,,
8848089939,-32.929249,151.6443297,unmarked,,no,,
8848089944,-32.9295687,151.6465189,unmarked,,no,,
8848089947,-32.9297177,151.6475301,unmarked,,no,,
8848089951,-32.9299183,151.6489199,unmarked,,no,,
13360748229,-32.9336739,151.6444484,traffic_signals,,,,
13360748230,-32.9337506,151.6444526,traffic_signals,,,,
13483101907,-32.9333756,151.6457739,,,,,
13483101997,-32.9334096,151.6458298,,,,,
13483102003,-32.9329817,151.6460815,,,,,
13483102004,-32.9330411,151.6461578,,,,,
13483102005,-32.9331407,151.6462859,,,,,
13483102006,-32.9332451,151.6464203,,,,,
355051003,-32.9283836,151.6402625,traffic_signals,,,,
2609117299,-32.9282964,151.6403133,traffic_signals,,,,
8848090055,-32.9285316,151.6429675,,,,,
8848090075,-32.927878,151.6393974,unmarked,,no,,
8848090081,-32.9273198,151.6379393,,,,,
8848090087,-32.9271843,151.6376033,unmarked,,no,,
8848090188,-32.9255078,151.6373463,unmarked,,no,,
12797693137,-32.9282845,151.6405128,unmarked,,no,,
362468589,-32.927866,151.6447281,traffic_signals,,,,
362468706,-32.9277748,151.6446906,traffic_signals,,,,
8848089990,-32.9280493,151.6439244,unmarked,,no,,
8848090043,-32.9273588,151.6448533,unmarked,,no,,
8848162512,-32.9278324,151.6452508,unmarked,,no,,
8848194919,-32.9277305,151.6463063,unmarked,,no,,
8848194931,-32.9275406,151.648605,unmarked,,no,,
8848194966,-32.9272975,151.648594,unmarked,,no,,
8848194978,-32.9274141,151.647271,unmarked,,no,,
8848195016,-32.9275516,151.645525,unmarked,,no,,
8848195268,-32.9276511,151.6472902,unmarked,,no,,
9441852990,-32.9166975,151.6294929,unmarked,,no,,
9441853013,-32.9158624,151.6303631,unmarked,,no,,
9441864525,-32.9168162,151.6303059,unmarked,,no,,
9441864678,-32.917547,151.6298473,unmarked,,no,,
10696051040,-32.9157183,151.6295713,unmarked,,no,,
12434598847,-32.9215988,151.6263251,unmarked,,no,,
12434598848,-32.9219919,151.6279756,unmarked,,no,,
12434598901,-32.9196529,151.6241291,unmarked,,no,,
12434598913,-32.9207168,151.6242341,unmarked,,no,,
9441864538,-32.9159805,151.6311757,unmarked,,no,,
9441864539,-32.9169334,151.6311455,unmarked,,no,,
9441864542,-32.9170107,151.6316513,unmarked,,no,,
9441864564,-32.9159251,151.6319,unmarked,,no,,
9441864749,-32.9217438,151.6318867,unmarked,,no,,
11140909975,-32.9217779,151.6340437,unmarked,,no,,
12434561397,-32.9219579,151.6306963,unmarked,,no,,
9441864609,-32.9139984,151.6302392,unmarked,,no,,
10694371990,-32.9134654,151.6284806,unmarked,,no,,
10696063959,-32.9141788,151.6284797,unmarked,,no,,
10696063960,-32.9149108,151.6285679,unmarked,,no,,
10696063961,-32.9132066,151.626591,unmarked,,no,,
10696063962,-32.91307,151.6256432,unmarked,,no,,
10696063963,-32.9138355,151.6265426,unmarked,,no,,
10696063964,-32.9143391,151.624713,unmarked,,no,,
10696063965,-32.9144717,151.6255553,unmarked,,no,,
10696063966,-32.9145988,151.6263973,unmarked,,no,,
9441864577,-32.9150309,151.6320207,unmarked,,no,,
9441864593,-32.9140207,151.631326,unmarked,,no,,
9441864630,-32.9148911,151.6311513,unmarked,,no,,
1835633475,-32.9337704,151.6557585,traffic_signals,,,,
6092853386,-32.9322144,151.6526145,traffic_signals,,,,
6092999036,-32.9319567,151.6529196,traffic_signals,,,,
6092999052,-32.9320309,151.6531051,traffic_signals,,,,
7721024109,-32.9338642,151.6555004,traffic_signals,,,,
7721024110,-32.9337819,151.6555937,traffic_signals,,,,
7721024178,-32.9322704,151.6527324,traffic_signals,,,,
7721024181,-32.9323684,151.6528346,traffic_signals,,,,
7760235899,-32.9320549,151.6525549,traffic_signals,,,,
7760235900,-32.9319384,151.6526571,traffic_signals,,,,
7760235901,-32.9319034,151.6528367,traffic_signals,,,,
7760235941,-32.9339078,151.6559186,,,,,
7760235942,-32.9341436,151.6561074,,,,,
7760235944,-32.9348173,151.6566365,,,,,
7836114811,-32.9322438,151.6528603,traffic_signals,,,,
7836114813,-32.9321208,151.6529554,traffic_signals,,,,
7864826379,-32.9289467,151.6525469,uncontrolled,,zebra,,
7864826383,-32.928909,151.6526281,uncontrolled,,zebra,,
8848089959,-32.9305112,151.6504915,unmarked,,no,,
362472418,-32.9263193,151.6506325,traffic_signals,,,,
7864826354,-32.9263566,151.6508835,traffic_signals,,,,
7864826355,-32.9263004,151.6509247,traffic_signals,,,,
7864826356,-32.9262707,151.6510099,uncontrolled,,zebra,,
7865228654,-32.9263804,151.6507345,traffic_signals,,,,
8848195046,-32.923609,151.6522316,traffic_signals,,,,
8848195053,-32.9234334,151.652051,traffic_signals,,,,
8848195054,-32.9234844,151.6521715,traffic_signals,,,,
8848195112,-32.9254347,151.6540988,unmarked,,no,,
8848195135,-32.9249671,151.6530995,unmarked,,no,,
8848195157,-32.9250167,151.6534487,unmarked,,no,,
8848195165,-32.9244597,151.655447,uncontrolled,,dashes,,
8892146650,-32.9234752,151.6519236,traffic_signals,,,,
8761034559,-32.924422,151.6621599,unmarked,,no,,
8763949753,-32.9298628,151.6727053,unmarked,,no,,
8763949781,-32.931327,151.6747534,unmarked,,no,,
8763949789,-32.931417,151.6737582,unmarked,,no,,
8761025979,-32.9225405,151.6645909,unmarked,,no,,
8761034545,-32.9223173,151.6638493,unmarked,,no,,
8761034755,-32.9245955,151.6751763,unmarked,,no,,
8761034935,-32.9238942,151.6724246,unmarked,,no,,
8761034938,-32.9240319,151.6731317,unmarked,,no,,
8763948742,-32.9247426,151.6703113,unmarked,,no,,
8763948762,-32.9247985,151.6701196,unmarked,,no,,
8763948811,-32.9266885,151.673393,unmarked,,no,,
8763948816,-32.9268392,151.6747022,unmarked,,no,,
6582181143,-32.9206901,151.6536546,unmarked,,no,,
8681576832,-32.9201732,151.6542965,unmarked,,no,,
8681576833,-32.9202427,151.654359,unmarked,,no,,
8757788987,-32.9184373,151.6567044,unmarked,,no,,
8757788988,-32.9185038,151.6567792,unmarked,,no,,
8757788970,-32.9161608,151.658959,unmarked,,no,,
8757788971,-32.9161928,151.6590466,unmarked,,no,,
8757798487,-32.9170498,151.6606414,unmarked,,no,,
8757798505,-32.9157281,151.6614722,unmarked,,no,,
8757798858,-32.9210157,151.663105,unmarked,,no,,
9168858755,-32.9175189,151.6578806,,,,,
7593204932,-32.9133654,151.6606252,traffic_signals,,,,
7593204933,-32.9134348,151.6607204,traffic_signals,,,,
8757788931,-32.9126293,151.6612516,unmarked,,no,,
8757788941,-32.9129682,151.660949,,,,,
8757798548,-32.914621,151.6622332,unmarked,,no,,
12177999486,-32.9134125,151.6608683,traffic_signals,,,,
361225270,-32.9169451,151.6666411,uncontrolled,,zebra,,
8712287010,-32.9172314,151.6680006,unmarked,,no,,
8712287052,-32.919001,151.6697412,unmarked,,no,,
8757798876,-32.9205723,151.6648925,unmarked,,no,,
8757798883,-32.9166466,151.6652101,unmarked,,no,,
8757798885,-32.916521,151.6651558,unmarked,,no,,
8757798940,-32.9156416,151.665437,unmarked,,no,,
364496428,-32.9175575,151.6707186,unmarked,,no,yes,
364846930,-32.9158971,151.6747603,unmarked,,no,,yes
1835514019,-32.9201395,151.6712076,unmarked,,no,yes,no
7593204939,-32.9209046,151.6755025,uncontrolled,,zebra,,
8445430545,-32.9154848,151.6736895,unmarked,,no,,
8445430554,-32.9160966,151.6752966,unmarked,,no,,
8445430562,-32.9160964,151.6754455,unmarked,,no,,
8445504944,-32.9210035,151.6762011,unmarked,,no,,
8761034596,-32.9202966,151.6713112,unmarked,,no,,
8761034683,-32.9186193,151.6719231,unmarked,,no,,
10985418696,-32.9168646,151.6763177,,,,,
1835513953,-32.9148938,151.6655575,uncontrolled,,zebra,,
7593204935,-32.914282,151.6663691,uncontrolled,,zebra,no,
8445059001,-32.9096348,151.6692655,unmarked,,no,,
8445059004,-32.9107574,151.6695785,unmarked,,no,,
8445119127,-32.9111208,151.6676147,unmarked,,no,,
8712287191,-32.9131679,151.6696617,unmarked,,no,,
8757788923,-32.9107276,151.6641758,unmarked,,no,,
8757798957,-32.9141533,151.6653397,unmarked,,no,,
8757798958,-32.9141283,151.6653449,unmarked,,no,,
8757798961,-32.9140121,151.6654884,unmarked,,no,,
8757798962,-32.9140071,151.6655216,unmarked,,no,,
8401735637,-32.9090641,151.6730746,unmarked,,no,,
8441914200,-32.9100809,151.6757515,unmarked,,no,,
8441914203,-32.9107404,151.6760709,unmarked,,no,,
8441914206,-32.9100024,151.6759189,unmarked,,no,,
8441914209,-32.9101254,151.6758817,unmarked,,no,,
8441914210,-32.9099782,151.6758031,unmarked,,no,,
8442143573,-32.9109949,151.6748935,unmarked,,no,,
8442143582,-32.9108071,151.6742696,unmarked,,no,,
8442143591,-32.9131444,151.675907,unmarked,,no,,
8445059008,-32.9118096,151.6700149,unmarked,,no,,
8445075122,-32.9143427,151.6728657,unmarked,,no,,
8445255744,-32.9143696,151.6748655,unmarked,,no,,
8445255759,-32.9152064,151.6760547,unmarked,,no,,
8445430595,-32.9149083,151.6755551,unmarked,,no,,
8848195218,-32.9099969,151.6737114,unmarked,,no,,
8848195243,-32.9110042,151.6718865,unmarked,,no,,
11140971289,-32.9149168,151.6710864,unmarked,,no,,
11140971290,-32.9149891,151.6725945,unmarked,,no,,
