poi_id,lat,lon,category,category_group,attraction_weight,name,brand,opening_hours,levels,in_cbd,year,weight_source
n2071316965,-33.1369602,151.2033722,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n4133279796,-33.142739,151.2562276,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n2795029619,-33.1277961,151.2554317,tourism:camp_site,tourism,1.1,Walkers Rest Campsite,,,,0,2026,assumed
n5570235330,-33.188677,151.3548383,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n316586441,-33.1344719,151.350013,tourism:picnic_site,tourism,1.1,Stoney Ridge Picnic Area,,,,0,2026,assumed
n9991778109,-33.1799874,151.4870943,amenity:ticket_validator,amenity,0.4,,,,,0,2026,assumed
n9991778110,-33.180148,151.4871035,amenity:ticket_validator,amenity,0.4,,,,,0,2026,assumed
n3992736934,-33.1753682,151.4852885,amenity:post_office,amenity,0.4,Wyee Post Office,Australia Post,,,0,2026,assumed
n4991716450,-33.1763517,151.4813764,leisure:pitch,leisure,0.9,,,,,0,2026,assumed
n4991716465,-33.1765101,151.4822806,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n7635770813,-33.1200864,151.4684451,landuse:industrial,landuse,0.1,Newcastle Streel Frames & Trusses,,,,0,2026,assumed
n7635770814,-33.1202789,151.4695346,landuse:industrial,landuse,0.1,Morisset Metals,,,,0,2026,assumed
n7635770815,-33.1203795,151.4702721,retail:boat,retail,1.0,Everything Marine,,,,0,2026,assumed
n10765932158,-33.1222952,151.4723208,food:pub,food,1.2,The Yard,,,,0,2026,assumed
n1928641808,-33.1301975,151.5170158,civic:place_of_worship,civic,1.5,,,,,0,2026,assumed
n4139606123,-33.1996063,151.5231754,amenity:fuel,amenity,0.4,Metro Petroleum,Metro Petroleum,,,0,2026,assumed
n5175851784,-33.1980765,151.5222798,civic:place_of_worship,civic,1.5,Doyalson Anglican Church,,,,0,2026,assumed
n3537363003,-33.1863824,151.5481603,retail:convenience,retail,1.0,Coles Express,Coles Express,,,0,2026,assumed
n7802820905,-33.1862792,151.5482737,amenity:fuel,amenity,0.4,Coles Express,Coles Express,,,0,2026,assumed
n4952059042,-33.1863337,151.5563944,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n13257103997,-33.1864022,151.5524148,retail:motorcycle_parts,retail,1.0,Bikers Attic,,,,0,2026,assumed
n13257103998,-33.1864772,151.5522246,amenity:fuel,amenity,0.4,U-GO,U-GO,,,0,2026,assumed
n6122500105,-33.1948489,151.5646128,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n1626218778,-33.1939752,151.5706714,health:pharmacy,health,1.0,,,,,0,2026,assumed
n6122500096,-33.1918896,151.5665307,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n3511626997,-33.188249,151.5591909,retail:supermarket,retail,1.0,Woolworths,Woolworths,Mo-Su 07:00-22:00,,0,2026,assumed
n3537363018,-33.1891666,151.5598784,amenity:fuel,amenity,0.4,Woolworths Petrol,Caltex,,,0,2026,assumed
n7802820906,-33.1891801,151.5600633,retail:convenience,retail,1.0,Woolworths Petrol,Caltex,,,0,2026,assumed
n3537364170,-33.1901969,151.5678004,amenity:fuel,amenity,0.4,BP,BP,,,0,2026,assumed
n7802820907,-33.1901168,151.5679795,retail:convenience,retail,1.0,BP Shop,BP Shop,,,0,2026,assumed
n12118282094,-33.1744891,151.5637428,amenity:telephone,amenity,0.4,,,,,0,2026,assumed
n12118282095,-33.1748348,151.5637745,retail:alcohol,retail,1.0,Liquor & Co Chain Valley Bay Cellars,,,,0,2026,assumed
n12118282096,-33.1747351,151.5637924,amenity:post_box,amenity,0.4,,,,,0,2026,assumed
n12118282097,-33.1747263,151.5638108,amenity:bicycle_parking,amenity,0.4,,,,,0,2026,assumed
n12118282098,-33.1747411,151.5638081,amenity:recycling,amenity,0.4,,,,,0,2026,assumed
n12118282099,-33.1747465,151.5638182,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n4847434619,-33.1757501,151.5685367,tourism:information,tourism,1.1,,,,,0,2026,assumed
n4847510975,-33.1750021,151.5658198,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n4847510979,-33.1748953,151.5652696,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n4847510987,-33.1750805,151.5651373,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n4847510993,-33.1749418,151.5654731,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n4847511000,-33.1750723,151.5654473,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n4847511001,-33.1748153,151.5659107,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n4638669339,-33.1955412,151.5748918,amenity:bicycle_parking,amenity,0.4,,,,,0,2026,assumed
n4638670196,-33.1906313,151.5825379,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n4939269360,-33.1820216,151.5953922,tourism:information,tourism,1.1,,,,,0,2026,assumed
n10920764691,-33.1819458,151.5953499,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n10920764692,-33.1819929,151.5953955,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n4378249225,-33.193909,151.6164532,tourism:viewpoint,tourism,1.1,Wybung Trig Lookout,,,,0,2026,assumed
n10069880841,-33.1967008,151.6215506,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n10920888914,-33.196191,151.6213033,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n3537363014,-33.1846719,151.617152,tourism:picnic_site,tourism,1.1,,,,,0,2026,assumed
n6418579941,-33.1847016,151.6172312,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6418579942,-33.1847472,151.6171593,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n6418579943,-33.1846483,151.6171462,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6418579944,-33.1846838,151.617183,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n10920764701,-33.1846559,151.6173667,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n5048472001,-33.1869311,151.621916,amenity:toilets,amenity,0.4,Frazer toilets,,,,0,2026,assumed
n6418579937,-33.1843465,151.6176591,tourism:information,tourism,1.1,,,,,0,2026,assumed
n10106011530,-33.1878544,151.6215503,amenity:vending_machine,amenity,0.4,,,,,0,2026,assumed
n10920764703,-33.1861853,151.6226203,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n10920764704,-33.1866396,151.6229304,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n10920888905,-33.1862103,151.6227731,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n10920888906,-33.1879435,151.6218153,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n10920888907,-33.1874872,151.6226331,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n10920888908,-33.1874064,151.6228032,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n10920888909,-33.1879272,151.6219741,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n10920888926,-33.1861883,151.6226976,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n12194284177,-33.1870527,151.6220367,amenity:shower,amenity,0.4,,,,,0,2026,assumed
n12194284180,-33.1864249,151.6229913,amenity:shower,amenity,0.4,,,,,0,2026,assumed
n12194330153,-33.187829,151.6221031,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n12194330155,-33.1877299,151.622099,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n12194330157,-33.1877649,151.621849,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n10093702560,-33.1732108,151.6088799,tourism:attraction,tourism,1.1,The Big Prawn,,,,0,2026,assumed
n6418579936,-33.1833114,151.6171633,tourism:information,tourism,1.1,,,,,0,2026,assumed
n6418579938,-33.1827325,151.6178925,tourism:information,tourism,1.1,,,,,0,2026,assumed
n9316653641,-33.1493035,151.5251087,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n6069470391,-33.1564093,151.5358582,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6069457045,-33.1524931,151.5390495,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n10086072409,-33.151931,151.5393162,leisure:pitch,leisure,0.9,,,,,0,2026,assumed
n13255317958,-33.1515358,151.5410945,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n13255317959,-33.151549,151.5411921,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n13255317964,-33.1515218,151.5413407,retail:laundry,retail,1.0,,,,,0,2026,assumed
n13255317965,-33.1514582,151.541445,amenity:shower,amenity,0.4,,,,,0,2026,assumed
n13255317966,-33.1514879,151.5413849,amenity:shower,amenity,0.4,,,,,0,2026,assumed
n13255317967,-33.1514394,151.54147,amenity:sanitary_dump_station,amenity,0.4,,,,,0,2026,assumed
n348474317,-33.1469236,151.5364299,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n4310109768,-33.151164,151.53751,amenity:post_office,amenity,0.4,Mannering Park Post Office,Australia Post,,,0,2026,assumed
n50166760,-33.1499832,151.5428211,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n9296244481,-33.1502455,151.5431099,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n13255584624,-33.1501229,151.5415823,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n13255584625,-33.1504628,151.5410849,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n6068388362,-33.1677591,151.556791,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n6069501523,-33.1668381,151.5670842,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n6069501524,-33.1669214,151.5669517,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n4950006676,-33.1413612,151.5234084,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n4950006692,-33.1414554,151.5235759,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n4950006697,-33.1413716,151.5239032,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n4950006709,-33.1410989,151.5232903,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n4950006710,-33.1411469,151.5243566,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n4950006711,-33.1404821,151.5249276,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n3404856010,-33.1440701,151.5371098,leisure:slipway,leisure,0.9,Mannering Park Boat Ramp,,,,0,2026,assumed
n6069449436,-33.1436163,151.5372095,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n6069449441,-33.1437015,151.5369804,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n6069449442,-33.1438912,151.5370211,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n6069449443,-33.1438201,151.5369264,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n6069449451,-33.1437676,151.5368363,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n6069449452,-33.1436941,151.5368701,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6069449453,-33.1436489,151.5372691,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n6069449454,-33.1438669,151.5371405,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n25940287,-33.1203045,151.5359883,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n6300555734,-33.1390377,151.5566287,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n6300555735,-33.1389771,151.5566421,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n6300555740,-33.1388661,151.5567682,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n1872321648,-33.1387407,151.5655898,amenity:post_box,amenity,0.4,,,,,0,2026,assumed
n4310109771,-33.138757,151.565505,amenity:post_office,amenity,0.4,Summerland Point Post Office,Australia Post,,,0,2026,assumed
n4952010878,-33.135756,151.564853,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n4952010887,-33.136092,151.5650561,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n4952010888,-33.1357154,151.5649699,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n4952010909,-33.1358269,151.5643647,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n4952010910,-33.1357605,151.5646776,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n4952010911,-33.135825,151.5646239,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n4952010866,-33.1364779,151.5656437,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n4952010867,-33.1363682,151.5656606,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n4952010874,-33.135885,151.5652299,amenity:parking,amenity,0.4,,,,,0,2026,assumed
n4952010885,-33.1360172,151.56562,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n4952010886,-33.1360804,151.5652441,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n6110038546,-33.1356003,151.5675267,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n50271659,-33.1481112,151.5892872,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n6108152431,-33.148103,151.5891158,amenity:fish_cleaning,amenity,0.4,,,,,0,2026,assumed
n6108152432,-33.1480737,151.5888318,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n6108152436,-33.1479043,151.5886222,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n9849426753,-33.1419173,151.5730342,amenity:licenced_club,amenity,0.4,Summerland Sporties,,,,0,2026,assumed
n4310109765,-33.142,151.58952,amenity:post_office,amenity,0.4,Gwandalan Post Office,Australia Post,,,0,2026,assumed
n4370848292,-33.1384818,151.5866493,civic:library,civic,1.5,Gwandalan Library,,,,0,2026,assumed
n4867951000,-33.1382719,151.5870832,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n4867951001,-33.1383025,151.5869561,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n4867951013,-33.1385143,151.5873121,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n4867951324,-33.1384541,151.5874909,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n4867951325,-33.138672,151.5873702,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n4867951326,-33.1385956,151.5876586,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n4867951327,-33.1383248,151.5872855,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n4867951337,-33.1394756,151.5877127,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n4867950999,-33.1382463,151.5868311,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n6097777979,-33.1366185,151.5860213,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n6097362205,-33.1252383,151.5807623,leisure:firepit,leisure,0.9,,,,,0,2026,assumed
n260582760,-33.1312682,151.5877462,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n6097118007,-33.1234048,151.5847731,leisure:firepit,leisure,0.9,,,,,0,2026,assumed
n10093702606,-33.1431519,151.6031392,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n4310109770,-33.135168,151.604187,amenity:post_office,amenity,0.4,Nords Wharf Post Office,Australia Post,,,0,2026,assumed
n4764092319,-33.1355569,151.6033938,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n12403565265,-33.1352459,151.6040547,amenity:telephone,amenity,0.4,,,,,0,2026,assumed
n12403565266,-33.1350963,151.604084,amenity:post_box,amenity,0.4,,,,,0,2026,assumed
n50256447,-33.1259101,151.6138596,leisure:slipway,leisure,0.9,,,,,0,2026,assumed
n9433578195,-33.1276713,151.6123135,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9433578196,-33.1276266,151.6121829,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9433578197,-33.1277354,151.6119737,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9433578198,-33.1278288,151.6119442,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9433578210,-33.12615,151.614415,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9433578211,-33.1261149,151.614179,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9433578212,-33.1257945,151.6143005,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9433578213,-33.1259009,151.6142167,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9433578214,-33.1265089,151.613527,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9433578215,-33.1266083,151.6135075,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n13742106084,-33.1208719,151.6144483,food:pub,food,1.2,Cams Wharf Tavern,,,,0,2026,assumed
n2957112227,-33.1861087,151.6282304,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n3537363652,-33.186525,151.6288227,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n10106011505,-33.1862,151.627975,amenity:vending_machine,amenity,0.4,,,,,0,2026,assumed
n10920888916,-33.1862311,151.6278959,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n3537363613,-33.183211,151.6271799,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n13586191601,-33.1612165,151.628331,amenity:drinking_water,amenity,0.4,,,,,0,2026,assumed
n13742085958,-33.1610679,151.6281161,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n13742098868,-33.1609468,151.6280979,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n13742108846,-33.1609833,151.6281494,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n13742118891,-33.1609908,151.6281409,amenity:recycling,amenity,0.4,,,,,0,2026,assumed
n13742118964,-33.1611948,151.6282965,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n4764102543,-33.1569763,151.6285507,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n5338223321,-33.1578376,151.6276691,amenity:telephone,amenity,0.4,,,,,0,2026,assumed
n5338807318,-33.1577295,151.6289848,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n5338807319,-33.1577093,151.6289573,amenity:shower,amenity,0.4,,,24/7,,0,2026,assumed
n1872269799,-33.1433568,151.6259622,amenity:post_box,amenity,0.4,,,,,0,2026,assumed
n6417691010,-33.1232029,151.6455743,tourism:information,tourism,1.1,,,,,0,2026,assumed
n6417691016,-33.1232578,151.6455806,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n2071304642,-33.1107456,151.1334148,tourism:picnic_site,tourism,1.1,,,,,0,2026,assumed
n9810439024,-33.0356299,151.13709,tourism:attraction,tourism,1.1,Thompsons Bridge Convict Trail,,,,0,2026,assumed
n1197802939,-32.9923313,151.1305894,amenity:telephone,amenity,0.4,Laguna store public telephone,,,,0,2026,assumed
n4939914697,-32.9903537,151.1307031,food:cafe,food,1.2,Trading Post,,,,0,2026,assumed
n4939914698,-32.9904999,151.1306763,retail:general,retail,1.0,Laguna Village Providore,,"Mo 09:00-16:00, We-Su 09:00-16:00",,0,2026,assumed
n4939914699,-32.9902389,151.1307634,amenity:fuel,amenity,0.4,,,,,0,2026,assumed
n9951791087,-32.9918149,151.1305878,amenity:fire_station,amenity,0.4,Laguna Rural Fire Brigade,,,,0,2026,assumed
n12187252656,-32.9904218,151.1307024,food:cafe,food,1.2,Trading Post,,,,0,2026,assumed
n9491527890,-32.9492546,151.1475514,tourism:guest_house,tourism,1.1,Wollombi Brook Family Farm Stay,,,,0,2026,assumed
n5869716878,-32.9377269,151.1391159,amenity:bbq,amenity,0.4,,,,,0,2026,assumed
n208405054,-32.9380939,151.1414952,amenity:telephone,amenity,0.4,,,,,0,2026,assumed
n4883543018,-32.9369618,151.1417946,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n4883543019,-32.9372027,151.1427414,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n5869716828,-32.9378323,151.1391899,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n5869716830,-32.9375476,151.1395624,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n5869753104,-32.9381819,151.1405622,tourism:information,tourism,1.1,Historic Wollombi,,,,0,2026,assumed
n5869776231,-32.9382947,151.1414976,amenity:bell,amenity,0.4,,,,,0,2026,assumed
n5869800775,-32.9378741,151.1414309,amenity:post_box,amenity,0.4,,,,,0,2026,assumed
n6326505372,-32.9220714,151.1190046,tourism:guest_house,tourism,1.1,The Barnstay,,,,0,2026,assumed
n5869736123,-32.9325851,151.149943,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n5743519780,-33.1038134,151.230587,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n1966192105,-33.1041219,151.2309049,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n4189370890,-33.0442952,151.264618,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n4189370889,-33.0343794,151.2770044,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n2795029618,-33.029129,151.273438,tourism:camp_site,tourism,1.1,Mt Warrawolong Campsite,,,,0,2026,assumed
n4126132764,-33.0283562,151.2734211,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n1875382241,-33.0260198,151.2739247,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n1875382243,-33.0263667,151.2738387,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n4126132760,-33.0257464,151.27395,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n4126132761,-33.0261165,151.273895,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n4126132762,-33.0262965,151.2737985,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n4126132763,-33.0268192,151.2737533,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n1875382209,-33.0187596,151.2746135,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n4055845404,-33.0152141,151.2806127,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n5743517647,-33.0664912,151.3359591,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n4374907573,-33.078194,151.3679803,tourism:attraction,tourism,1.1,Wishing Well,,,,0,2026,assumed
n5701578192,-33.0783875,151.3663669,tourism:picnic_site,tourism,1.1,Wishing Well Picnic Area,,,,0,2026,assumed
n3844014119,-33.0623454,151.3318644,tourism:camp_site,tourism,1.1,Olney HQ Campsite,,,,0,2026,assumed
n3844014120,-33.0603114,151.3327323,tourism:picnic_site,tourism,1.1,Old Mill Picnic Area,,,,0,2026,assumed
n8379736165,-33.0623793,151.3319596,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n1966069788,-33.0582667,151.3347333,tourism:camp_site,tourism,1.1,Casuarina Camping Area,,,,0,2026,assumed
n5743517369,-33.0583528,151.3346289,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n13657123486,-33.0584179,151.3346314,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n13657139632,-33.0582289,151.3350823,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n13657145337,-33.0582065,151.3348346,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n13657147788,-33.0582548,151.3351117,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n13657149586,-33.0582243,151.3351568,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n13657149684,-33.0581995,151.3351258,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n13657156319,-33.0584007,151.334626,amenity:waste_basket,amenity,0.4,,,,,0,2026,assumed
n13657156574,-33.0584029,151.3345488,tourism:information,tourism,1.1,Casuarina Camping Area,,,,0,2026,assumed
n5701577954,-33.0631303,151.3368439,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n5703394729,-33.0622473,151.3389254,tourism:information,tourism,1.1,,,,,0,2026,assumed
n5497779684,-33.0551075,151.4064257,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n5497779685,-33.0549315,151.4062706,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n5497779686,-33.0552237,151.4063756,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n2795029612,-33.0032757,151.2720173,tourism:viewpoint,tourism,1.1,Flat Rock Lookout,,,,0,2026,assumed
n4126132759,-33.0058343,151.2735524,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n4126132766,-33.0057983,151.2735215,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n4126132767,-33.005822,151.2735242,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n4133279795,-32.9952084,151.3004342,tourism:information,tourism,1.1,Great North Walk,,,,0,2026,assumed
n8553141184,-32.9902973,151.302165,tourism:wilderness_hut,tourism,1.1,Crawford Hut,,,,0,2026,assumed
n8553141186,-32.990376,151.302005,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n2795029639,-32.9660082,151.3084539,tourism:camp_site,tourism,1.1,Barraba Campsite,,,,0,2026,assumed
n9991838928,-32.9095906,151.3005701,amenity:fire_station,amenity,0.4,Millfield Rural Fire Brigade,,,,0,2026,assumed
n3844013947,-32.9838215,151.335357,tourism:viewpoint,tourism,1.1,125r Lookout,,,,0,2026,assumed
n4081154481,-32.9766157,151.3587288,tourism:viewpoint,tourism,1.1,The Narrow Place Lookout,,,,0,2026,assumed
n3103368971,-32.9984431,151.4058099,tourism:picnic_site,tourism,1.1,Boarding House Dam Picnic Area,,,,0,2026,assumed
n3844014059,-32.97188,151.3699483,tourism:viewpoint,tourism,1.1,,,,,0,2026,assumed
n984044192,-32.9757155,151.4122418,tourism:picnic_site,tourism,1.1,,,,,0,2026,assumed
n7178952827,-32.9760487,151.4120708,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n984044195,-32.9624209,151.4135936,tourism:viewpoint,tourism,1.1,Hunter Lookout,,,,0,2026,assumed
n984044197,-32.9622499,151.4139318,leisure:firepit,leisure,0.9,,,,,0,2026,assumed
n7178953688,-32.9624438,151.4136406,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n7178953689,-32.9624691,151.4136118,leisure:firepit,leisure,0.9,,,,,0,2026,assumed
n7178953690,-32.9622899,151.4138916,leisure:picnic_table,leisure,0.9,,,,,0,2026,assumed
n9219124749,-32.9627059,151.413787,amenity:water_point,amenity,0.4,,,,,0,2026,assumed
n9207632781,-32.9155225,151.3143469,amenity:drinking_water,amenity,0.4,,,,,0,2026,assumed
n11282606550,-32.9142666,151.310811,amenity:telephone,amenity,0.4,,,,,0,2026,assumed
n4559227399,-32.7834015,151.100647,tourism:guest_house,tourism,1.1,Little House of Red,,,,0,2026,assumed
n9488477238,-32.7788205,151.1008661,retail:wine,retail,1.0,Greenway Wines,,,,0,2026,assumed
n9507038466,-32.7722635,151.1026311,retail:wine,retail,1.0,Winmark Wines,,,,0,2026,assumed
n3559684110,-32.7506287,151.1035233,amenity:fuel,amenity,0.4,,,,,0,2026,assumed
n4305442035,-32.750579,151.10356,amenity:post_office,amenity,0.4,Broke Post Office,Australia Post,,,0,2026,assumed
n4902070944,-32.7466258,151.1000297,amenity:toilets,amenity,0.4,,,,,0,2026,assumed
n4902070968,-32.7501155,151.1025597,leisure:playground,leisure,0.9,,,,,0,2026,assumed
n4902070969,-32.7500193,151.1025854,amenity:bench,amenity,0.4,,,,,0,2026,assumed
n4902070985,-32.7508926,151.1004338,amenity:shelter,amenity,0.4,,,,,0,2026,assumed
n11891484274,-32.7505326,151.1035066,food:restaurant,food,1.2,The Willows Cafe & Restaurant,,,,0,2026,assumed
n13161970230,-32.7498296,151.1055859,amenity:telephone,amenity,0.4,,,,,0,2026,assumed
n1965999426,-32.9046355,151.2826927,food:pub,food,1.2,Paxton Hotel,,,,0,2026,assumed
n3068751667,-32.9024309,151.2802317,amenity:fuel,amenity,0.4,,,,,0,2026,assumed
